,index,old_request_url,new_request_url,cleaned_old_request,cleaned_new_request
0,0,https://fangraphs.com/,https://www.fangraphs.com/,https://fangraphs.com/,https://www.fangraphs.com/
1,1,https://caribbeancom.com/,https://www.caribbeancom.com/,https://caribbeancom.com/,https://www.caribbeancom.com/
2,2,https://bein-live.net/,https://www.yalla-shoot-new.tv/,https://bein-live.net/,https://www.yalla-shoot-new.tv/
3,3,https://c.amazon-adsystem.com/aax2/apstag.js,moz-extension://36d20d7b-d4bf-44b4-8151-124d767848a2/shims/apstag.js,https://c.amazon-adsystem.com/aax2/apstag.js,moz-extension://36d20d7b-d4bf-44b4-8151-124d767848a2/shims/apstag.js
4,4,http://blogs.fangraphs.com/wp-content/uploads/2022/02/240x240-optimized-dark.jpg,https://blogs.fangraphs.com/wp-content/uploads/2022/02/240x240-optimized-dark.jpg,http://blogs.fangraphs.com/wp-content/uploads/2022/02/240x240-optimized-dark.jpg,https://blogs.fangraphs.com/wp-content/uploads/2022/02/240x240-optimized-dark.jpg
5,5,https://wdr.de/,https://www1.wdr.de/index.html,https://wdr.de/,https://www1.wdr.de/index.html
6,6,https://jelly2games.com/,https://jelly2games.com/en,https://jelly2games.com/,https://jelly2games.com/en
7,7,https://gum.criteo.com/sid/json?origin=prebid&topUrl=https%3A%2F%2Fgourmetdemexico.com.mx%2F&domain=gourmetdemexico.com.mx&cw=1&lsw=1,https://ag.gbc.criteo.com/idsd?cpp=BlFCB3wwbXVUdzVybWViZ2xqOFQ2ODFJamxpNXk5bE0wR2IzTXV1bEJDT1huTzQ3MWZqSERjY1ZSR01vU2pUd3FPeXJUdUwzMG5XUzdyS3FsOVVoWVgweXF6QTB4YjhTMm8rL2ErdlpHdDBFQ2QwOUVFblNmSWQ4NldDNVNpakFTUlNDQUV2YlJ5T1lFbWVmQjRCUURDaGdIV3BQeExTRmNtMTJUQVpYeVRocE1mNm9FRE1GSUgzZ1hRdHIzd1Q2ak1TQkRuN3Iwcnp4ZVIvSTYvcVFlemVzU2FQYXh0RGtrQzlvS3dLSHlpMVMrOWhqVHJ4c3dndzZaT1hzVnNMZTdXMWUxfA&cppv=2,https://gum.criteo.com/sid/json,https://ag.gbc.criteo.com/idsd
8,8,https://www.google.com/pagead/drt/ui,https://googleads.g.doubleclick.net/pagead/drt/si?st=NO_DATA,https://www.google.com/pagead/drt/ui,https://googleads.g.doubleclick.net/pagead/drt/si
9,9,https://subaruofamerica.demdex.net/event?d_event=imp&d_src=84816&d_site=2710100&d_creative=162048224&d_placement=329798349&d_campaign=27336478&c_geo=ct=US&st=CA&city=19094&dma=208&zp=95620&bw=4,https://subaruofamerica.demdex.net/firstevent?d_event=imp&d_src=84816&d_site=2710100&d_creative=162048224&d_placement=329798349&d_campaign=27336478&c_geo=ct=US&st=CA&city=19094&dma=208&zp=95620&bw=4,https://subaruofamerica.demdex.net/event,https://subaruofamerica.demdex.net/firstevent
10,10,https://t.myvisualiq.net/impression_pixel?r=1433065561&et=i&ago=212&ao=521&aca=27336478&si=2710100&ci=162048224&pi=329798349&ad=524179864&advt=1762894&chnl=-7&vndr=115&sz=7466&u=&viq_did=&pt=i,https://t.myvisualiq.net/ul_cb/impression_pixel?r=1433065561&et=i&ago=212&ao=521&aca=27336478&si=2710100&ci=162048224&pi=329798349&ad=524179864&advt=1762894&chnl=-7&vndr=115&sz=7466&u=&viq_did=&pt=i,https://t.myvisualiq.net/impression_pixel,https://t.myvisualiq.net/ul_cb/impression_pixel
11,11,https://ag.gbc.criteo.com/idsd?cpp=BlFCB3wwbXVUdzVybWViZ2xqOFQ2ODFJamxpNXk5bE0wR2IzTXV1bEJDT1huTzQ3MWZqSERjY1ZSR01vU2pUd3FPeXJUdUwzMG5XUzdyS3FsOVVoWVgweXF6QTB4YjhTMm8rL2ErdlpHdDBFQ2QwOUVFblNmSWQ4NldDNVNpakFTUlNDQUV2YlJ5T1lFbWVmQjRCUURDaGdIV3BQeExTRmNtMTJUQVpYeVRocE1mNm9FRE1GSUgzZ1hRdHIzd1Q2ak1TQkRuN3Iwcnp4ZVIvSTYvcVFlemVzU2FQYXh0RGtrQzlvS3dLSHlpMVMrOWhqVHJ4c3dndzZaT1hzVnNMZTdXMWUxfA&cppv=2,https://gem.gbc.criteo.com/sid?cpp=suYahnwwbXVUdzVybWViZ2xqOFQ2ODFJamxpNXk5bE0wR2IzTXV1bEJDT1huTzQ3MWZqSERjY1ZSR01vU2pUd3FPeXJUdUwzMG5XUzdyS3FsOVVoWVgweXF6QTB4YjhTMm8rL2ErdlpHdDBFQ2QwOUVFblNmSWQ4NldDNVNpakFTUlNDQUV2YlJ5T1lFbWVmQjRCUURDaGdIV3BQeExTRmNtMTJUQVpYeVRocE1mNm8vR1JIT290K25mMUxzV0RISkRFMStTd1BvY2ZIT2hHK0lOSGlUMDFtSkt0bi9idzlaaDZWT0oxUG1mOWQwenRhc1RwV3VsUDB4RE8yd2s4QmozRWhDfA&cppv=2,https://ag.gbc.criteo.com/idsd,https://gem.gbc.criteo.com/sid
12,12,https://whos.amung.us/swidget/heavenv1.png,https://widgets.amung.us/small/13/1360.png,https://whos.amung.us/swidget/heavenv1.png,https://widgets.amung.us/small/13/1360.png
13,13,https://c.amazon-adsystem.com/aax2/apstag.js,moz-extension://baee4293-6adb-4886-8ab7-d809074b2ff2/shims/apstag.js,https://c.amazon-adsystem.com/aax2/apstag.js,moz-extension://baee4293-6adb-4886-8ab7-d809074b2ff2/shims/apstag.js
14,14,https://image8.pubmatic.com/AdServer/ImgSync?p=159637,https://image8.pubmatic.com/AdServer/ImgSync?p=159637&rdf=1,https://image8.pubmatic.com/AdServer/ImgSync,https://image8.pubmatic.com/AdServer/ImgSync
15,15,https://sb.scorecardresearch.com/c2/7999785/cs.js,https://sb.scorecardresearch.com/internal-c2/7999785/cs.js,https://sb.scorecardresearch.com/c2/7999785/cs.js,https://sb.scorecardresearch.com/internal-c2/7999785/cs.js
16,16,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?referrer=https%3A%2F%2Fgourmetdemexico.com.mx%2F,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?referrer=https%3A%2F%2Fgourmetdemexico.com.mx%2F&rd=1,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/
17,17,https://b.t.tailtarget.com/b?tA=TT-10950-9&tY=1&tS=3&tU=0100007F53468562AD063B7902755705&tX=b.52&tZ=134605663,https://b.t.tailtarget.com/b?tA=TT-10950-9&tY=1&tS=3&tU=0100007F53468562AD063B7902755705&tX=b.52&tZ=134605663&check=1,https://b.t.tailtarget.com/b,https://b.t.tailtarget.com/b
18,18,https://sync.search.spotxchange.com/partner?source=202100&gdpr=1&gdpr_consent=${gdpr_consent},https://sync.search.spotxchange.com/partner?source=202100&gdpr=1&gdpr_consent=${gdpr_consent}&__user_check__=1&sync_id=2f5f8c92-d6df-11ec-9137-1f57c4d60301,https://sync.search.spotxchange.com/partner,https://sync.search.spotxchange.com/partner
19,19,https://sync.richaudience.com/b3adde1f4bbb31c3485562d6e3ddceb4/?rnd=78645505,https://sync.richaudience.com/b3adde1f4bbb31c3485562d6e3ddceb4/?rnd=78645505&rd=1,https://sync.richaudience.com/b3adde1f4bbb31c3485562d6e3ddceb4/,https://sync.richaudience.com/b3adde1f4bbb31c3485562d6e3ddceb4/
20,20,https://2b3c757d.de.ioam.de/tx.io?st=wdr&cp=Seite%2FStationaer&sc=yes&ct=0000000000&pt=CP&ps=lin&er=N22&rf=&r2=&ur=www1.wdr.de&xy=1366x768x24&lo=US%2FCalifornia&cb=0015&i2=001528ec61c9303c562854653&ep=1683104349&vr=434&id=hu1tv7&i3=001528ec61c9303c562854653%3A1684005459908%3A1652901459908%3A.wdr.de%3A1%3Awdr%3ASeite%2FStationaer%3Anoevent%3A1652901459908&n1=5&dntt=0&lt=1652901459909&ev=&cs=9ym5pw&mo=1,https://2b3c757d.de.ioam.de/tx.io?st=wdr&cp=Seite%2FStationaer&sc=yes&ct=0000000000&pt=CP&ps=lin&er=N22&rf=&r2=&ur=www1.wdr.de&xy=1366x768x24&lo=US%2FCalifornia&cb=0015&i2=001528ec61c9303c562854653&ep=1683104349&vr=434&id=hu1tv7&i3=001528ec61c9303c562854653%3A1684005459908%3A1652901459908%3A.wdr.de%3A1%3Awdr%3ASeite%2FStationaer%3Anoevent%3A1652901459908&n1=5&dntt=0&lt=1652901459909&ev=&cs=9ym5pw&mo=1&sr=71,https://2b3c757d.de.ioam.de/tx.io,https://2b3c757d.de.ioam.de/tx.io
21,21,https://sync.search.spotxchange.com/partner?adv_id=8651&redir=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fspotx%3Fa%3D3%26channeluid%3D%24SPOTX_USER_ID,https://sync.search.spotxchange.com/partner?adv_id=8651&redir=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fspotx%3Fa%3D3%26channeluid%3D%24SPOTX_USER_ID&__user_check__=1&sync_id=2fd0c474-d6df-11ec-92e2-117a2d330101,https://sync.search.spotxchange.com/partner,https://sync.search.spotxchange.com/partner
22,22,https://sync.search.spotxchange.com/partner?source=249286,https://sync.search.spotxchange.com/partner?source=249286&__user_check__=1&sync_id=2fd61dce-d6df-11ec-bb11-1fc944bf0301,https://sync.search.spotxchange.com/partner,https://sync.search.spotxchange.com/partner
23,23,https://sync.richaudience.com/f7872c90c5d3791e2b51f7edce1a0a5d/?p=ns9qrKJLKD&consentString=undefined&r=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Frichaudience%3Fa%3D3%26channeluid%3D%5BPDID%5D,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?consentString=undefined&referrer=https%3A%2F%2Fcs.seedtag.com%2F,https://sync.richaudience.com/f7872c90c5d3791e2b51f7edce1a0a5d/,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/
24,24,https://sync.richaudience.com/dcf3528a0b8aa83634892d50e91c306e/?ord=1652901460806&pubconsent=undefined&euconsent=undefined&hasConsent=1,https://sync.richaudience.com/dcf3528a0b8aa83634892d50e91c306e/?ord=1652901460806&pubconsent=undefined&euconsent=undefined&hasConsent=1&rd=1,https://sync.richaudience.com/dcf3528a0b8aa83634892d50e91c306e/,https://sync.richaudience.com/dcf3528a0b8aa83634892d50e91c306e/
25,25,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?consentString=undefined&referrer=https%3A%2F%2Fcs.seedtag.com%2F,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/?consentString=undefined&referrer=https%3A%2F%2Fcs.seedtag.com%2F&rd=1,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/,https://sync.richaudience.com/bf7c142f4339da0278e83698a02b0854/
26,26,https://onetag-sys.com/match/?int_id=113&gdpr=1&gdpr_consent=&callback=https%3A%2F%2Fs.amazon-adsystem.com%2Fecm3%3Fex%3Donetag.com%26id%3D%24%7BUSER_TOKEN%7D&ot_initiated=1,https://s.amazon-adsystem.com/ecm3?ex=onetag.com&id=coAI0_pPwhZdljBkwAig9W_yFhjmFfPTiRip5_WId08,https://onetag-sys.com/match/,https://s.amazon-adsystem.com/ecm3
27,27,https://onetag-sys.com/match/?int_id=106&redir=1&ot_initiated=1,https://cm.g.doubleclick.net/pixel?google_nid=one_tag&google_hm=AAABgNiawLVFjNhdQyGKME9PcZpEqv5qQGuomA,https://onetag-sys.com/match/,https://cm.g.doubleclick.net/pixel
28,28,https://cm.g.doubleclick.net/pixel?google_nid=one_tag&google_hm=AAABgNiawLVFjNhdQyGKME9PcZpEqv5qQGuomA,https://cm.g.doubleclick.net/pixel?google_nid=one_tag&google_hm=AAABgNiawLVFjNhdQyGKME9PcZpEqv5qQGuomA&google_tc=,https://cm.g.doubleclick.net/pixel,https://cm.g.doubleclick.net/pixel
29,29,https://cm.g.doubleclick.net/pixel?google_nid=onetag_eb&google_cm,https://cm.g.doubleclick.net/pixel?google_nid=onetag_eb&google_cm=&google_tc=,https://cm.g.doubleclick.net/pixel,https://cm.g.doubleclick.net/pixel
30,30,https://cm.g.doubleclick.net/pixel?google_nid=onetag_eb&google_cm=&google_tc=,https://onetag-sys.com/match/?int_id=106&google_error=3,https://cm.g.doubleclick.net/pixel,https://onetag-sys.com/match/
31,31,https://cm.g.doubleclick.net/pixel?google_nid=one_tag&google_hm=AAABgNiawLVFjNhdQyGKME9PcZpEqv5qQGuomA&google_tc=,https://onetag-sys.com/match/?int_id=19&google_error=3,https://cm.g.doubleclick.net/pixel,https://onetag-sys.com/match/
32,32,https://ssum-sec.casalemedia.com/usermatch?d=https%3A%2F%2Fwww.fangraphs.com%2F&s=184674&cb=https%3A%2F%2Fjs-sec.indexww.com%2Fht%2Fhtw-pixel.gif%3F,https://ssum-sec.casalemedia.com/usermatch?d=https%3A%2F%2Fwww.fangraphs.com%2F&s=184674&cb=https%3A%2F%2Fjs-sec.indexww.com%2Fht%2Fhtw-pixel.gif%3F&C=1,https://ssum-sec.casalemedia.com/usermatch,https://ssum-sec.casalemedia.com/usermatch
33,33,https://ups.analytics.yahoo.com/ups/58488/occ,https://ups.analytics.yahoo.com/ups/58488/occ?verify=true,https://ups.analytics.yahoo.com/ups/58488/occ,https://ups.analytics.yahoo.com/ups/58488/occ
34,34,https://www.d2pass.com/ajax/toolbar?NetiFL=1&site_id=20000587&_=1652901464667,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2VIlojIM5s.kOV2qfVOqUKOrmn.MOH26oH2H06.khixrOj&eqs=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.6dj.61,https://www.d2pass.com/ajax/toolbar,https://login.d2pass.com/n15/
35,35,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2VIlojIM5s.kOV2qfVOqUKOrmn.MOH26oH2H06.khixrOj&eqs=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.6dj.61,https://login.d2pass.com/form/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2VIlojIM5s.kOV2qfVOqUKOrmn.MOH26oH2H06.khixrOj&EQS=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.6dj.61&V=1,https://login.d2pass.com/n15/,https://login.d2pass.com/form/
36,36,https://www.d2pass.com/ajax/toolbar?NetiFL=1&site_id=20000587&r=0.29503634427143555,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&eqs=1jscxmgaxMcZOMUKOMhD.ZxZQqUvO6AVOMOjOHdcO61i.MOV.qh,https://www.d2pass.com/ajax/toolbar,https://login.d2pass.com/n15/
37,37,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&eqs=1jscxmgaxMcZOMUKOMhD.ZxZQqUvO6AVOMOjOHdcO61i.MOV.qh,https://login.d2pass.com/form/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&EQS=1jscxmgaxMcZOMUKOMhD.ZxZQqUvO6AVOMOjOHdcO61i.MOV.qh&V=1,https://login.d2pass.com/n15/,https://login.d2pass.com/form/
38,38,https://ap.lijit.com/beacon?informer=13401719&gdpr_consent=&us_privacy=,https://ap.lijit.com/beacon?informer=13401719&gdpr_consent=&us_privacy=&dnr=1,https://ap.lijit.com/beacon,https://ap.lijit.com/beacon
39,39,https://www.d2pass.com/ajax/toolbar?NetiFL=1&site_id=20000587&_=1652901466477,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&eqs=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.62c.H1,https://www.d2pass.com/ajax/toolbar,https://login.d2pass.com/n15/
40,40,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&eqs=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.62c.H1,https://login.d2pass.com/form/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2jI6xAOlm62j502H232qoc2jOiIkOK.lx026oH.qEA.qOi&EQS=1jscxmgaxMcZOMUKOMhD.ZxzQqFj.qo3OMFc.62c.H1&V=1,https://login.d2pass.com/n15/,https://login.d2pass.com/form/
41,41,https://ib.adnxs.com/getuid?https%3A%2F%2Fonetag-sys.com%2Fmatch%2F%3Fint_id%3D98%26gdpr%3D1%26gdpr_consent%3D%26uid%3D$UID,https://ib.adnxs.com/bounce?%2Fgetuid%3Fhttps%253A%252F%252Fonetag-sys.com%252Fmatch%252F%253Fint_id%253D98%2526gdpr%253D1%2526gdpr_consent%253D%2526uid%253D%24UID,https://ib.adnxs.com/getuid,https://ib.adnxs.com/bounce
42,42,https://www.d2pass.com/ajax/toolbar?NetiFL=1&site_id=20000587&r=0.11648325548418847,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2-I6UKOHOZ.q.0IMU-Ir2VIkdc.lBs.k2-xMdc.lo-xMh3&eqs=1jscxmgaxMcZOMUKOMhD.ZxZQqUvOqFj.MfHO6hV.MfcOqfD.M1,https://www.d2pass.com/ajax/toolbar,https://login.d2pass.com/n15/
43,43,https://login.d2pass.com/n15/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2-I6UKOHOZ.q.0IMU-Ir2VIkdc.lBs.k2-xMdc.lo-xMh3&eqs=1jscxmgaxMcZOMUKOMhD.ZxZQqUvOqFj.MfHO6hV.MfcOqfD.M1,https://login.d2pass.com/form/?l=Y-Y-WldZ1reH1Z36Jjcy.MdHIng0GleDW-B4Jjin2Loy.MSi.6hZIqUi.M2-I6UKOHOZ.q.0IMU-Ir2VIkdc.lBs.k2-xMdc.lo-xMh3&EQS=1jscxmgaxMcZOMUKOMhD.ZxZQqUvOqFj.MfHO6hV.MfcOqfD.M1&V=1,https://login.d2pass.com/n15/,https://login.d2pass.com/form/
44,44,https://ib.adnxs.com/bounce?%2Fgetuid%3Fhttps%253A%252F%252Fonetag-sys.com%252Fmatch%252F%253Fint_id%253D98%2526gdpr%253D1%2526gdpr_consent%253D%2526uid%253D%24UID,https://onetag-sys.com/match/?int_id=98&gdpr=1&gdpr_consent=&uid=0,https://ib.adnxs.com/bounce,https://onetag-sys.com/match/
45,45,https://match.adsrvr.org/track/cmf/generic?ttd_pid=tapad&ttd_tpi=1&ttd_puid=bc7c2fbd-3bad-4f0b-9b42-6daeb3ea9c81&gdpr=&gdpr_consent=${gdpr_consent},https://match.adsrvr.org/track/cmb/generic?ttd_pid=tapad&ttd_tpi=1&ttd_puid=bc7c2fbd-3bad-4f0b-9b42-6daeb3ea9c81&gdpr=&gdpr_consent=${gdpr_consent},https://match.adsrvr.org/track/cmf/generic,https://match.adsrvr.org/track/cmb/generic
46,46,https://match.adsrvr.org/track/cmf/generic?ttd_pid=5jrh0rv&ttd_tpi=1&gdpr=0&gdpr_consent=undefined,https://match.adsrvr.org/track/cmb/generic?ttd_pid=5jrh0rv&ttd_tpi=1&gdpr=0&gdpr_consent=undefined,https://match.adsrvr.org/track/cmf/generic,https://match.adsrvr.org/track/cmb/generic
47,47,https://sync.mathtag.com/sync/img?mt_exid=10072&redir=https%3A%2F%2Fpixel.tapad.com%2Fidsync%2Fex%2Freceive%3Fpartner_id%3D2040%26partner_device_id%3D%5BMM_UUID%5D&gdpr=&gdpr_consent=${gdpr_consent},https://pixel.tapad.com/idsync/ex/receive?partner_id=2040&partner_device_id=5d0f6285-465b-4400-bf4e-6c4a23bcf069&gdpr=&gdpr_consent=$%7Bgdpr_consent%7D,https://sync.mathtag.com/sync/img,https://pixel.tapad.com/idsync/ex/receive
48,48,https://pixel.tapad.com/idsync/ex/receive?partner_id=2040&partner_device_id=5d0f6285-465b-4400-bf4e-6c4a23bcf069&gdpr=&gdpr_consent=$%7Bgdpr_consent%7D,https://pixel.tapad.com/idsync/ex/receive/check?partner_id=2040&partner_device_id=5d0f6285-465b-4400-bf4e-6c4a23bcf069&gdpr=&gdpr_consent=$%7Bgdpr_consent%7D,https://pixel.tapad.com/idsync/ex/receive,https://pixel.tapad.com/idsync/ex/receive/check
49,49,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=seedtag&endpoint=eu,https://eus.rubiconproject.com/usync.html?p=seedtag&endpoint=eu,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html,https://eus.rubiconproject.com/usync.html
50,50,https://secure.adnxs.com/getuid?https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fappnexus%3Fa%3D3%26channeluid%3D%24UID,https://secure.adnxs.com/bounce?%2Fgetuid%3Fhttps%253A%252F%252Fs.seedtag.com%252Fcs%252Fcookiesync%252Fappnexus%253Fa%253D3%2526channeluid%253D%2524UID,https://secure.adnxs.com/getuid,https://secure.adnxs.com/bounce
51,51,https://ssum-sec.casalemedia.com/usermatchredir?s=191730&cb=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Findexexchange%3Fa%3D3%26channeluid%3D,https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Findexexchange%3Fa%3D3%26channeluid%3D&s=191730&C=1,https://ssum-sec.casalemedia.com/usermatchredir,https://ssum-sec.casalemedia.com/usermatchredir
52,52,https://x.bidswitch.net/sync?ssp=seedtag&user_id=&gdpr=0&gdpr_consent=undefined,https://x.bidswitch.net/ul_cb/sync?ssp=seedtag&user_id=&gdpr=0&gdpr_consent=undefined,https://x.bidswitch.net/sync,https://x.bidswitch.net/ul_cb/sync
53,53,https://secure.adnxs.com/bounce?%2Fgetuid%3Fhttps%253A%252F%252Fs.seedtag.com%252Fcs%252Fcookiesync%252Fappnexus%253Fa%253D3%2526channeluid%253D%2524UID,https://s.seedtag.com/cs/cookiesync/appnexus?a=3&channeluid=0,https://secure.adnxs.com/bounce,https://s.seedtag.com/cs/cookiesync/appnexus
54,54,https://ssc-cms.33across.com/ps/?m=xch&rt=html&id=0010b00002MptHCAAZ&ru=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2F33across%3Fa%3D3%26channeluid%3D33XUSERID33X,https://de.tynt.com/deb/?m=xch&rt=html&id=0010b00002MptHCAAZ&ru=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2F33across%3Fa%3D3%26channeluid%3D33XUSERID33X,https://ssc-cms.33across.com/ps/,https://de.tynt.com/deb/
55,55,https://b1sync.zemanta.com/usersync/seedtag/?cb=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Foutbrain%3Fa%3D3%26channeluid%3D__ZUID__,https://s.seedtag.com/cs/cookiesync/outbrain?a=3&channeluid=,https://b1sync.zemanta.com/usersync/seedtag/,https://s.seedtag.com/cs/cookiesync/outbrain
56,56,https://ups.analytics.yahoo.com/ups/58427/occ,https://ups.analytics.yahoo.com/ups/58427/occ?verify=true,https://ups.analytics.yahoo.com/ups/58427/occ,https://ups.analytics.yahoo.com/ups/58427/occ
57,57,https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Findexexchange%3Fa%3D3%26channeluid%3D&s=191730&C=1,https://s.seedtag.com/cs/cookiesync/indexexchange?a=3&channeluid=0,https://ssum-sec.casalemedia.com/usermatchredir,https://s.seedtag.com/cs/cookiesync/indexexchange
58,58,https://sync.smartadserver.com/getuid?gdpr_consent=undefined&nwid=3050&url=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fsmart%3Fa%3D3%26channeluid%3D%5Bsas_uid%5D,https://sync.smartadserver.com/getuid?gdpr_consent=undefined&nwid=3050&url=https://s.seedtag.com/cs/cookiesync/smart?a=3&channeluid=[sas_uid]&cklb=1,https://sync.smartadserver.com/getuid,https://sync.smartadserver.com/getuid
59,59,https://ad.360yield.com/server_match?partner_id=1680&r=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fimprovedigital%3Fa%3D3%26channeluid%3D%7BPUB_USER_ID%7D,https://ad.360yield.com/ul_cb/server_match?partner_id=1680&r=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2Fimprovedigital%3Fa%3D3%26channeluid%3D%7BPUB_USER_ID%7D,https://ad.360yield.com/server_match,https://ad.360yield.com/ul_cb/server_match
60,60,https://de.tynt.com/deb/?m=xch&rt=html&id=0010b00002MptHCAAZ&ru=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2F33across%3Fa%3D3%26channeluid%3D33XUSERID33X,https://hde.tynt.com/deb/?m=xch&rt=html&id=0010b00002MptHCAAZ&ru=https%3A%2F%2Fs.seedtag.com%2Fcs%2Fcookiesync%2F33across%3Fa%3D3%26channeluid%3D33XUSERID33X&b=1,https://de.tynt.com/deb/,https://hde.tynt.com/deb/
61,61,https://secure.adnxs.com/getuid?https%3A%2F%2Fvisitor-usa02.omnitagjs.com%2Fvisitor%2Fsync%3Fname%3DXandr%2B%25E2%2580%2593%2BInvest%2BDSP%26ttl%3D1440%26uid%3D48d5713d5c563cba2049f505b2d944b6%26visitor%3D%24UID&gdpr=0&gdpr_consent=undefined,https://secure.adnxs.com/bounce?%2Fgetuid%3Fhttps%253A%252F%252Fvisitor-usa02.omnitagjs.com%252Fvisitor%252Fsync%253Fname%253DXandr%252B%2525E2%252580%252593%252BInvest%252BDSP%2526ttl%253D1440%2526uid%253D48d5713d5c563cba2049f505b2d944b6%2526visitor%253D%2524UID%26gdpr%3D0%26gdpr_consent%3Dundefined,https://secure.adnxs.com/getuid,https://secure.adnxs.com/bounce
62,62,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=adyoulike&endpoint=eu,https://eus.rubiconproject.com/usync.html?p=adyoulike&endpoint=eu,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html,https://eus.rubiconproject.com/usync.html
63,63,https://match.adsrvr.org/track/cmf/generic?ttd_pid=k2j3gqp&ttd_tpi=1&gdpr=0&gdpr_consent=undefined,https://match.adsrvr.org/track/cmb/generic?ttd_pid=k2j3gqp&ttd_tpi=1&gdpr=0&gdpr_consent=undefined,https://match.adsrvr.org/track/cmf/generic,https://match.adsrvr.org/track/cmb/generic
